id,citations
133349,0
299429,0
329870,0
303445,0
156382,0
156088,0
144745,0
332441,0
94011,0
184285,0
157721,0
216943,0
72368,0
221807,0
234886,0
252420,0
213897,0
358918,0
301806,0
133582,0
1616,0
5552,0
266538,0
339092,0
264708,0
361938,0
320814,0
78318,0
230532,0
26283,0
278467,0
261488,0
211220,0
164343,0
158356,0
102462,0
64645,0
267445,0
283883,0
24921,0
117714,0
98981,0
97823,0
192444,0
294900,0
5279,0
60311,0
130379,0
204902,0
135359,0
190311,0
336947,0
304857,0
259135,0
138934,0
336777,0
126515,0
20879,0
224995,0
174388,0
35621,0
326722,0
344862,0
332849,0
277382,0
277176,0
223695,0
362994,0
12858,0
18918,0
100093,0
174386,0
101962,0
298904,0
22453,0
360303,0
25878,0
331849,0
266833,0
93518,0
40327,0
334136,0
32903,0
357572,0
51666,0
254575,0
218083,0
128258,0
288025,0
361243,0
338111,0
90251,0
328224,0
204751,0
147736,0
217187,0
341449,0
52117,0
171890,0
84756,0
44791,0
262818,0
122880,0
131049,0
153084,0
147963,0
143960,0
315903,0
325851,0
268688,0
16918,0
59608,0
201916,0
354599,0
95537,0
9179,0
232798,0
140292,0
177669,0
87819,0
131656,0
107260,0
218299,0
328842,0
166324,0
328493,0
190753,0
364324,0
3498,0
20981,0
48460,0
34929,0
345075,0
84937,0
221867,0
25533,0
369350,0
317382,0
210512,0
279271,0
188048,0
305619,0
26620,0
131000,0
162163,0
268241,0
102137,0
90721,0
127914,0
299043,0
8421,0
61200,0
339545,0
192694,0
243754,0
242456,0
206527,0
339576,0
85356,0
102310,0
227756,0
35151,0
285233,0
95050,0
344180,0
107099,0
142514,0
17943,0
4203,0
248009,0
358477,0
31789,0
151900,0
168585,0
112191,0
324250,0
70608,0
360882,0
51483,0
311504,0
337348,0
135784,0
154856,0
330078,0
166386,0
319686,0
282428,0
338100,0
290069,0
1097,0
116113,0
103361,0
267870,0
327890,0
190954,0
42326,0
230513,0
359158,0
191323,0
240050,0
50056,0
159141,0
251086,0
85480,0
31647,0
349066,0
258377,0
246062,0
174238,0
173802,0
177425,0
18979,0
124023,0
161603,0
264392,0
105825,0
157753,0
319556,0
191547,0
289559,0
219257,0
213367,0
259369,0
195082,0
145737,0
97277,0
3181,0
139388,0
344792,0
97167,0
175170,0
233567,0
348943,0
185705,0
298625,0
197798,0
129915,0
41298,0
322902,0
347727,0
365900,0
86895,0
65515,0
203996,0
3390,0
81634,0
114800,0
41872,0
368918,0
320512,0
172557,0
225742,0
53958,0
4487,0
227650,0
206337,0
138056,0
83839,0
169603,0
55634,0
45139,0
78906,0
144519,0
245295,0
177506,0
3261,0
164582,0
96786,0
1800,0
51464,0
47702,0
89014,0
23050,0
336056,0
186087,0
99520,0
68996,0
351252,0
230790,0
227045,0
314971,0
146787,0
207118,0
332835,0
143899,0
146432,0
154596,0
355110,0
45302,0
59254,0
253333,0
329610,0
219805,0
302497,0
48161,0
398,0
105042,0
269409,0
196810,0
201662,0
245514,0
201235,0
169598,0
125230,0
349506,0
345365,0
194293,0
69043,0
33923,0
357342,0
305301,0
348195,0
298209,0
175064,0
38567,0
126254,0
277631,0
253078,0
194281,0
86240,0
358502,0
25841,0
345463,0
202353,0
47552,0
30028,0
68912,0
42866,0
318594,0
250819,0
3865,0
283679,0
323839,0
353499,0
330769,0
7253,0
7790,0
99595,0
317002,0
100169,0
71937,0
63048,0
261401,0
273498,0
127442,0
160770,0
268719,0
107310,0
138220,0
193332,0
309757,0
22349,0
293892,0
204142,0
351032,0
262569,0
19392,0
326614,0
17967,0
13349,0
134152,0
57759,0
275285,0
231880,0
369711,0
111825,0
269273,0
87745,0
106809,0
267217,0
356936,0
332643,0
188092,0
163175,0
97302,0
321464,0
132506,0
186536,0
63558,0
368729,0
124542,0
53240,0
89048,0
317913,0
118132,0
41565,0
144697,0
335424,0
22109,0
311450,0
154194,0
171111,0
108215,0
318186,0
274479,0
185925,0
268259,0
69614,0
27184,0
364047,0
36094,0
58705,0
104429,0
232198,0
21153,0
156776,0
76399,0
271077,0
251264,0
279180,0
311002,0
89356,0
171316,0
70688,0
43023,0
291526,0
70836,0
340337,0
116833,0
363435,0
356490,0
287427,0
187810,0
315879,0
22576,0
175434,0
76810,0
245817,0
114062,0
296974,0
83673,0
250480,0
186235,0
152413,0
84069,0
361354,0
328177,0
195280,0
50596,0
47780,0
87814,0
47707,0
297006,0
322539,0
121725,0
283524,0
232111,0
292403,0
233775,0
250491,0
102753,0
221005,0
265817,0
46651,0
62712,0
212578,0
322154,0
141787,0
39534,0
53719,0
254221,0
319019,0
199675,0
269892,0
325726,0
42242,0
137858,0
215843,0
18019,0
68242,0
255439,0
122433,0
7685,0
311500,0
289217,0
74111,0
20745,0
143071,0
209237,0
96865,0
88545,0
32828,0
233871,0
97173,0
65024,0
222740,0
278009,0
18385,0
221417,0
79716,0
336098,0
269828,0
357774,0
349538,0
313680,0
249443,0
220259,0
116903,0
360340,0
291260,0
359142,0
330221,0
166623,0
124215,0
1402,0
319185,0
10002,0
43095,0
113426,0
107389,0
149376,0
48599,0
113783,0
112576,0
81028,0
44675,0
9055,0
270653,0
256389,0
101980,0
291861,0
111941,0
188611,0
362790,0
189967,0
171287,0
1125,0
358797,0
102206,0
233499,0
108707,0
32623,0
119401,0
271873,0
188445,0
44677,0
316130,0
13275,0
188536,0
21985,0
298414,0
305113,0
128479,0
239835,0
13085,0
345163,0
362222,0
209851,0
59402,0
183975,0
169556,0
264396,0
53832,0
112898,0
30436,0
55835,0
145791,0
332046,0
125136,0
368978,0
4196,0
215699,0
218067,0
329466,0
327842,0
325730,0
309005,0
297222,0
227449,0
210774,0
228434,0
304838,0
104536,0
4102,0
16447,0
70288,0
139950,0
98751,0
325248,0
334243,0
73093,0
178159,0
195312,0
55795,0
321174,0
186206,0
190204,0
129274,0
274751,0
232603,0
26474,0
254577,0
61156,0
12934,0
357556,0
307181,0
57006,0
146582,0
285449,0
113890,0
176030,0
303773,0
69413,0
237774,0
68460,0
109117,0
255243,0
188522,0
354534,0
100079,0
178645,0
119585,0
151356,0
150977,0
148310,0
161190,0
18954,0
118804,0
176490,0
306749,0
73063,0
176806,0
369016,0
315053,0
238288,0
251400,0
292896,0
115450,0
96803,0
363992,0
324245,0
293050,0
126938,0
298909,0
314694,0
89159,0
80459,0
237245,0
157619,0
269848,0
138342,0
128141,0
143452,0
284372,0
43422,0
88703,0
364514,0
124361,0
113141,0
172966,0
24556,0
210910,0
52457,0
273182,0
225363,0
367579,0
126591,0
94903,0
265843,0
24113,0
22505,0
135786,0
358712,0
120932,0
75424,0
191577,0
61605,0
30193,0
102089,0
222684,0
331444,0
159928,0
300051,0
177156,0
229376,0
10081,0
57737,0
345473,0
152475,0
264036,0
116410,0
216766,0
59592,0
149884,0
96917,0
76883,0
332363,0
191618,0
319653,0
127855,0
32211,0
209949,0
188607,0
249331,0
22535,0
366010,0
101000,0
247288,0
46722,0
81209,0
311170,0
225321,0
350818,0
177085,0
155136,0
39078,0
120676,0
127280,0
236823,0
266568,0
218617,0
297201,0
248098,0
245611,0
225581,0
168617,0
369568,0
343427,0
180200,0
292035,0
346375,0
96043,0
31303,0
319211,0
246857,0
170116,0
239033,0
316659,0
165960,0
278010,0
285607,0
104639,0
218171,0
246409,0
349590,0
56673,0
145072,0
200953,0
217151,0
85029,0
147675,0
58271,0
53167,0
307987,0
292595,0
162819,0
120656,0
69688,0
98461,0
151779,0
220143,0
53691,0
38535,0
197751,0
364259,0
285770,0
321614,0
224838,0
278545,0
237928,0
299042,0
319923,0
88361,0
274218,0
354611,0
51337,0
140458,0
320906,0
177633,0
113121,0
56784,0
346237,0
365077,0
18959,0
218950,0
65281,0
143745,0
166568,0
216735,0
23512,0
360098,0
223274,0
277961,0
202385,0
125901,0
95676,0
343609,0
250729,0
37597,0
49953,0
151066,0
318655,0
343059,0
39349,0
233261,0
271469,0
265087,0
209351,0
74046,0
253990,0
11148,0
195356,0
242931,0
74182,0
146924,0
305004,0
253808,0
309219,0
153643,0
35725,0
343900,0
176563,0
60821,0
246395,0
41700,0
133774,0
329956,0
203941,0
157434,0
297276,0
244024,0
158684,0
223456,0
341007,0
251857,0
234947,0
206695,0
107480,0
271194,0
44876,0
171429,0
8219,0
91437,0
357738,0
164429,0
59932,0
171872,0
340874,0
140499,0
280110,0
361110,0
84760,0
352808,0
207079,0
141114,0
310350,0
115052,0
264764,0
37196,0
18632,0
325523,0
368207,0
174665,0
26545,0
287711,0
316755,0
177621,0
235962,0
312490,0
219325,0
64112,0
252333,0
133152,0
80691,0
31717,0
97801,0
234946,0
240948,0
247183,0
154218,0
294473,0
212845,0
115044,0
155925,0
217254,0
118371,0
366569,0
129960,0
61102,0
239265,0
64966,0
215059,0
121963,0
216311,0
91692,0
333472,0
200356,0
238824,0
328575,0
203628,0
83616,0
344345,0
345755,0
88142,0
281516,0
326893,0
256420,0
238997,0
366762,0
221487,0
182580,0
270126,0
232518,0
130818,0
81756,0
113411,0
82592,0
14180,0
175234,0
197179,0
338935,0
111098,0
339654,0
58073,0
147514,0
209482,0
15324,0
267907,0
55693,0
162337,0
106495,0
78260,0
321240,0
147813,0
100731,0
364906,0
360610,0
129466,0
29358,0
292501,0
2301,0
86237,0
310733,0
277133,0
38268,0
13645,0
15447,0
66800,0
41671,0
74000,0
290003,0
313974,0
245285,0
194202,0
267014,0
4026,0
130683,0
199569,0
213925,0
342012,0
16578,0
198833,0
172216,0
198950,0
212248,0
49459,0
229156,0
272158,0
220896,0
122460,0
176002,0
24167,0
264354,0
318500,0
294063,0
254557,0
310853,0
153466,0
342727,0
45607,0
76228,0
172578,0
229476,0
99611,0
321883,0
132576,0
98190,0
104602,0
261122,0
113666,0
191246,0
351259,0
358058,0
224651,0
354788,0
183249,0
115004,0
242751,0
365725,0
263546,0
226837,0
188685,0
240705,0
3631,0
79771,0
88693,0
31834,0
203762,0
336698,0
359953,0
47104,0
183176,0
167593,0
299074,0
313766,0
212961,0
8512,0
325380,0
174769,0
256668,0
322824,0
139301,0
66905,0
275232,0
188341,0
119009,0
235218,0
37936,0
191357,0
173891,0
174976,0
57930,0
117503,0
84408,0
94725,0
120659,0
97520,0
99734,0
347315,0
134772,0
138021,0
64071,0
62429,0
313456,0
12661,0
273653,0
250309,0
74060,0
98295,0
78461,0
206003,0
9558,0
158604,0
137016,0
235215,0
360338,0
277759,0
232638,0
318817,0
295031,0
8618,0
367409,0
205457,0
337987,0
181463,0
157498,0
15244,0
201985,0
322907,0
127538,0
257772,0
291716,0
337697,0
3595,0
288149,0
47363,0
99597,0
253210,0
351834,0
255953,0
55966,0
165477,0
334582,0
366506,0
199574,0
83977,0
256251,0
161157,0
286574,0
324168,0
78519,0
256678,0
238407,0
128374,0
170229,0
169463,0
351047,0
291504,0
302932,0
111379,0
150233,0
352745,0
352992,0
347446,0
121653,0
299465,0
333188,0
345718,0
70398,0
274501,0
245314,0
266222,0
71241,0
318040,0
163038,0
45458,0
171360,0
107056,0
192792,0
328442,0
9411,0
43666,0
157578,0
364142,0
123616,0
325290,0
6235,0
90977,0
3078,0
108682,0
275100,0
331624,0
284265,0
126843,0
345907,0
39235,0
43405,0
315900,0
350302,0
202941,0
37427,0
265349,0
132709,0
166125,0
87494,0
336201,0
368237,0
296399,0
5931,0
102874,0
63710,0
212304,0
69902,0
247116,0
67466,0
126868,0
369547,0
337306,0
294705,0
21214,0
119931,0
146009,0
107408,0
175235,0
311449,0
153814,0
94435,0
247912,0
87067,0
7406,0
64205,0
120033,0
149080,0
98307,0
42677,0
142745,0
104040,0
290998,0
91602,0
293943,0
122165,0
322898,0
42339,0
181540,0
191074,0
130650,0
41453,0
183005,0
95312,0
355902,0
327452,0
34230,0
112106,0
80845,0
286764,0
252737,0
53540,0
296924,0
171689,0
177294,0
13634,0
196127,0
243731,0
65671,0
238855,0
186251,0
79171,0
330849,0
285729,0
201484,0
161533,0
345051,0
87123,0
279026,0
200577,0
238111,0
1735,0
259240,0
132353,0
199294,0
286341,0
258457,0
243657,0
66538,0
322695,0
155450,0
17585,0
107091,0
257856,0
127607,0
326096,0
163094,0
208374,0
40308,0
81387,0
123147,0
359967,0
248905,0
87775,0
151582,0
307131,0
157939,0
357089,0
181271,0
301942,0
206657,0
9596,0
99564,0
8302,0
203293,0
207669,0
180427,0
211223,0
45180,0
183242,0
101927,0
148521,0
350809,0
182776,0
148032,0
272266,0
220173,0
150166,0
299362,0
85695,0
65979,0
210577,0
81533,0
124391,0
259838,0
109908,0
47748,0
25217,0
16370,0
128834,0
91055,0
206019,0
61197,0
274909,0
37358,0
326769,0
210412,0
161228,0
284648,0
7250,0
111906,0
212791,0
15827,0
79040,0
248047,0
249358,0
65396,0
139875,0
50033,0
259638,0
19622,0
301374,0
169469,0
213089,0
197827,0
166792,0
94525,0
289314,0
25152,0
229811,0
245460,0
108628,0
144784,0
122932,0
97048,0
360451,0
182063,0
148623,0
66568,0
124238,0
361186,0
7360,0
164297,0
299735,0
18171,0
179144,0
310920,0
111731,0
119205,0
46657,0
77257,0
295332,0
221424,0
298143,0
311529,0
221137,0
170522,0
367950,0
228501,0
206505,0
30695,0
168765,0
366082,0
82930,0
76452,0
246647,0
322524,0
15978,0
75798,0
367949,0
244768,0
93636,0
345800,0
126819,0
340402,0
115429,0
338215,0
142854,0
215817,0
101303,0
132602,0
98615,0
98384,0
291475,0
93081,0
321331,0
282669,0
54316,0
232230,0
71448,0
360881,0
206037,0
231362,0
238092,0
284264,0
269349,0
163769,0
298602,0
156865,0
318076,0
149699,0
299256,0
210044,0
185465,0
226645,0
209011,0
145618,0
366324,0
297128,0
204616,0
301606,0
253321,0
295061,0
34950,0
201475,0
134872,0
289700,0
347795,0
300321,0
176486,0
69462,0
10714,0
330949,0
280432,0
57976,0
330449,0
74350,0
36802,0
224343,0
293070,0
293047,0
88177,0
163503,0
27793,0
326484,0
21118,0
168262,0
164842,0
332069,0
284760,0
59316,0
132801,0
148645,0
144854,0
30731,0
289299,0
199649,0
86635,0
321423,0
302655,0
46150,0
141120,0
222843,0
281419,0
243262,0
205108,0
304707,0
78972,0
349800,0
28802,0
272181,0
115080,0
320744,0
57388,0
94783,0
258599,0
225426,0
180791,0
10662,0
61133,0
101281,0
148873,0
182748,0
291836,0
99252,0
287219,0
263174,0
292755,0
325846,0
67225,0
101843,0
252035,0
201903,0
279796,0
359834,0
24610,0
270883,0
186208,0
314039,0
284879,0
263172,0
145342,0
311936,0
51230,0
246116,0
279059,0
212079,0
126143,0
114157,0
36036,0
230353,0
222785,0
281457,0
193274,0
273785,0
290474,0
322594,0
222211,0
145159,0
244174,0
234669,0
25635,0
109998,0
274765,0
20761,0
302088,0
344438,0
365443,0
73535,0
68842,0
131626,0
239663,0
25959,0
217698,0
118163,0
145187,0
40372,0
267066,0
2967,0
185017,0
207511,0
207247,0
11048,0
232222,0
243506,0
139164,0
70990,0
253830,0
315191,0
289954,0
298040,0
43491,0
310686,0
336460,0
215386,0
35906,0
232898,0
279998,0
45493,0
339175,0
245835,0
43997,0
332195,0
306505,0
20408,0
207318,0
210220,0
263799,0
171209,0
348217,0
112244,0
357724,0
89239,0
171259,0
255085,0
187913,0
159904,0
156303,0
19905,0
367412,0
328374,0
199288,0
94915,0
162018,0
304954,0
215714,0
63441,0
274041,0
323938,0
284095,0
202320,0
326580,0
77587,0
255268,0
205022,0
335211,0
87098,0
338676,0
308831,0
238011,0
293340,0
139152,0
299662,0
151724,0
49329,0
74167,0
264483,0
80684,0
278565,0
262189,0
75206,0
80103,0
53361,0
309811,0
79589,0
174800,0
355059,0
22726,0
255123,0
352320,0
344939,0
121758,0
181086,0
66288,0
357152,0
18011,0
353706,0
287835,0
129812,0
102814,0
253061,0
6418,0
36187,0
11814,0
31758,0
349276,0
261123,0
187817,0
204025,0
356247,0
40601,0
224448,0
208346,0
301348,0
100236,0
252192,0
47761,0
171632,0
179520,0
214983,0
141547,0
55466,0
305033,0
301261,0
102351,0
180551,0
244095,0
86222,0
70157,0
352443,0
90116,0
323952,0
247390,0
153805,0
105009,0
323825,0
338108,0
262656,0
130514,0
240889,0
277523,0
290920,0
186572,0
48320,0
105548,0
207171,0
16635,0
221019,0
273867,0
151057,0
129973,0
170375,0
139446,0
37730,0
194849,0
269149,0
283875,0
191098,0
35899,0
211638,0
79548,0
44977,0
49812,0
30337,0
64769,0
115644,0
29677,0
165515,0
325764,0
52520,0
230831,0
142714,0
336263,0
329611,0
150198,0
127186,0
303562,0
268445,0
47351,0
288445,0
233671,0
335197,0
219419,0
19834,0
222638,0
351632,0
261942,0
310921,0
76781,0
43451,0
261838,0
3988,0
216656,0
281974,0
204521,0
166824,0
21444,0
82208,0
279913,0
110558,0
254192,0
257578,0
346983,0
179576,0
70341,0
64734,0
229124,0
100437,0
177671,0
311006,0
346938,0
117294,0
187189,0
134013,0
55305,0
237743,0
285295,0
328050,0
300598,0
191467,0
112800,0
331955,0
349378,0
369221,0
17386,0
135535,0
71025,0
51378,0
314645,0
179400,0
195435,0
312551,0
299260,0
170252,0
203228,0
112730,0
141737,0
217102,0
123195,0
310407,0
64698,0
273273,0
135417,0
298441,0
329983,0
86594,0
279674,0
289357,0
189575,0
360187,0
248060,0
292224,0
65871,0
335186,0
56149,0
351610,0
356763,0
284834,0
43008,0
301637,0
11420,0
26656,0
69497,0
330045,0
152658,0
2778,0
158342,0
191630,0
171250,0
248366,0
51952,0
267812,0
138055,0
54520,0
111988,0
136818,0
146392,0
264296,0
71999,0
203816,0
78682,0
166700,0
56558,0
66597,0
10500,0
331397,0
126737,0
358738,0
298592,0
202079,0
22051,0
51041,0
95756,0
211397,0
214249,0
335765,0
48309,0
184971,0
128543,0
5595,0
39871,0
127058,0
292243,0
169240,0
143528,0
85891,0
19744,0
205434,0
258951,0
7309,0
117093,0
143213,0
78103,0
259309,0
10898,0
214698,0
20308,0
155565,0
200046,0
364054,0
198393,0
191993,0
33103,0
121785,0
174981,0
176399,0
356894,0
68112,0
167577,0
156535,0
218978,0
68712,0
344775,0
79487,0
262677,0
246837,0
40506,0
289815,0
30280,0
146438,0
279251,0
154165,0
332616,0
112181,0
261887,0
313552,0
349576,0
314483,0
148674,0
89660,0
293377,0
127786,0
360427,0
338268,0
38591,0
349196,0
299955,0
149075,0
253625,0
299457,0
271845,0
44409,0
368507,0
337609,0
207303,0
41337,0
10795,0
323804,0
190524,0
304419,0
62189,0
79374,0
257764,0
218815,0
318942,0
18075,0
59153,0
347974,0
352176,0
360163,0
300158,0
186893,0
177924,0
277188,0
144540,0
181116,0
259795,0
200092,0
90968,0
97039,0
5730,0
289448,0
313122,0
309486,0
169797,0
85847,0
294791,0
18633,0
45395,0
10760,0
18824,0
228350,0
267557,0
152765,0
132078,0
231245,0
24186,0
101212,0
71105,0
184649,0
95060,0
13640,0
56665,0
90143,0
204133,0
33657,0
365953,0
324247,0
100441,0
54749,0
200945,0
51505,0
187718,0
184266,0
327079,0
220258,0
210617,0
130030,0
163300,0
236001,0
7932,0
356880,0
232294,0
147129,0
78353,0
25426,0
347729,0
147357,0
6,0
30648,0
308611,0
259809,0
164877,0
127493,0
23102,0
221296,0
110777,0
353785,0
288966,0
107885,0
333766,0
66466,0
228615,0
137280,0
347487,0
61040,0
228796,0
324048,0
4114,0
307493,0
359649,0
29877,0
126479,0
284768,0
322229,0
181600,0
138358,0
122391,0
300736,0
267706,0
305085,0
153614,0
361087,0
17261,0
24941,0
349765,0
229844,0
43398,0
200470,0
280149,0
30756,0
96719,0
157915,0
114869,0
288285,0
303717,0
186222,0
134616,0
28928,0
250526,0
41335,0
211901,0
112817,0
9608,0
39131,0
355910,0
212790,0
183712,0
111464,0
130857,0
326586,0
336078,0
187897,0
243358,0
309293,0
177291,0
121621,0
124679,0
297550,0
244646,0
9718,0
17561,0
211192,0
233511,0
86103,0
258446,0
2612,0
203824,0
127605,0
357106,0
327230,0
163259,0
204287,0
11818,0
152812,0
98667,0
256173,0
315102,0
109880,0
292710,0
1854,0
149469,0
361514,0
92437,0
270612,0
337456,0
37963,0
291263,0
41195,0
22330,0
169298,0
306608,0
2661,0
178646,0
144235,0
134757,0
199842,0
280620,0
318021,0
251671,0
182908,0
41490,0
357123,0
185147,0
235195,0
237032,0
291137,0
357306,0
241555,0
228737,0
129060,0
310974,0
265973,0
109623,0
203745,0
304192,0
105581,0
224472,0
132567,0
227752,0
85863,0
212087,0
324174,0
277936,0
129069,0
305245,0
48501,0
80799,0
289154,0
36068,0
308921,0
352183,0
24789,0
368300,0
143742,0
19699,0
28719,0
135842,0
197524,0
229088,0
53114,0
83003,0
246091,0
190698,0
27885,0
298801,0
47344,0
87290,0
30301,0
167029,0
103041,0
324800,0
4930,0
361856,0
172861,0
351320,0
165959,0
5287,0
239002,0
145331,0
113008,0
75744,0
42959,0
139060,0
266994,0
221851,0
244727,0
293010,0
176179,0
129728,0
175875,0
115907,0
9677,0
161965,0
304700,0
248162,0
155357,0
168642,0
166194,0
286140,0
137765,0
189966,0
235603,0
248686,0
28209,0
2936,0
311653,0
316431,0
321904,0
203485,0
90951,0
316405,0
43564,0
283598,0
358576,0
158367,0
40391,0
356234,0
47536,0
89445,0
52351,0
110103,0
23058,0
58357,0
166188,0
219653,0
72242,0
236402,0
113246,0
15995,0
130728,0
220776,0
81601,0
302386,0
41940,0
106140,0
287511,0
265287,0
317257,0
237221,0
99626,0
27258,0
145277,0
95370,0
297724,0
232465,0
219408,0
163982,0
82316,0
273179,0
53136,0
42479,0
117268,0
72794,0
280600,0
258754,0
332118,0
322099,0
291452,0
11043,0
241959,0
260557,0
66409,0
283453,0
364544,0
260411,0
286465,0
127661,0
131665,0
105395,0
340673,0
25685,0
215797,0
324852,0
48771,0
67486,0
314167,0
279896,0
66932,0
169967,0
118006,0
340063,0
166603,0
313862,0
212753,0
334389,0
356843,0
171712,0
34303,0
46164,0
136417,0
197157,0
313578,0
346852,0
288301,0
86121,0
288077,0
27936,0
160028,0
144466,0
36309,0
97403,0
355376,0
272770,0
357352,0
342266,0
368650,0
33323,0
96199,0
280169,0
265119,0
370051,0
361424,0
2959,0
84088,0
19893,0
194290,0
87744,0
251861,0
123851,0
145200,0
274407,0
141144,0
150204,0
68,0
358460,0
185818,0
326004,0
140220,0
198243,0
251629,0
34759,0
168805,0
302652,0
171184,0
211029,0
299262,0
316854,0
159352,0
274585,0
335200,0
172750,0
197468,0
55591,0
77507,0
178669,0
91290,0
160681,0
365370,0
24828,0
339610,0
210187,0
362467,0
208489,0
329760,0
301034,0
70075,0
298291,0
119911,0
117242,0
320382,0
349271,0
356265,0
256747,0
56530,0
327921,0
339070,0
171584,0
308053,0
306075,0
261033,0
62683,0
83563,0
289540,0
188297,0
196316,0
322573,0
128228,0
369304,0
110639,0
46042,0
276431,0
278996,0
313323,0
150814,0
368827,0
185401,0
194528,0
67790,0
226855,0
332964,0
195733,0
369040,0
26107,0
43833,0
233381,0
32069,0
32988,0
230120,0
258145,0
291650,0
55355,0
305070,0
118115,0
248406,0
359046,0
94602,0
105005,0
147328,0
111582,0
263457,0
82193,0
246733,0
106955,0
14437,0
19252,0
215927,0
352548,0
191302,0
316286,0
248788,0
186957,0
279589,0
18402,0
45257,0
249712,0
13907,0
340206,0
80397,0
168030,0
135210,0
19457,0
109736,0
196119,0
12742,0
9684,0
12212,0
59174,0
42302,0
45648,0
337531,0
169922,0
113933,0
339455,0
114993,0
161257,0
365917,0
355331,0
320574,0
188184,0
8551,0
100894,0
71239,0
209874,0
16239,0
328123,0
182618,0
168283,0
331011,0
198663,0
97081,0
238070,0
341057,0
144210,0
229151,0
347113,0
228523,0
174489,0
99617,0
127420,0
292651,0
74713,0
132546,0
239076,0
118936,0
268539,0
102702,0
74088,0
234962,0
155758,0
290599,0
256529,0
329321,0
14113,0
183721,0
255186,0
194785,0
78335,0
316853,0
71404,0
247464,0
340027,0
177791,0
70386,0
254643,0
33120,0
306143,0
319875,0
12829,0
149204,0
224829,0
163344,0
241012,0
290229,0
47830,0
182702,0
122620,0
152913,0
230030,0
253597,0
332158,0
192563,0
144919,0
351973,0
43561,0
233054,0
112014,0
326875,0
348460,0
35389,0
227435,0
247058,0
348029,0
33810,0
325120,0
7691,0
282102,0
60563,0
6446,0
3304,0
84093,0
302843,0
189271,0
141405,0
181188,0
157144,0
253260,0
341171,0
234442,0
84428,0
232882,0
243625,0
165888,0
116030,0
57024,0
150783,0
315620,0
132878,0
43221,0
82908,0
328847,0
259860,0
251578,0
362243,0
71466,0
232899,0
260835,0
118535,0
357441,0
8259,0
227565,0
111939,0
233143,0
230165,0
261667,0
347514,0
76050,0
332127,0
260000,0
133324,0
78080,0
213474,0
65883,0
250629,0
23994,0
230626,0
181988,0
113131,0
269903,0
304451,0
109360,0
325795,0
159573,0
231060,0
243985,0
234872,0
121885,0
326407,0
296838,0
344686,0
353592,0
74149,0
231067,0
33564,0
251378,0
330182,0
308396,0
205,0
168258,0
46094,0
4228,0
41807,0
23116,0
111746,0
353847,0
110976,0
15540,0
17661,0
125806,0
334674,0
298820,0
150303,0
240207,0
286536,0
212366,0
183456,0
184918,0
257114,0
365816,0
173290,0
264967,0
247368,0
221632,0
314286,0
215173,0
366675,0
278845,0
47770,0
286844,0
269475,0
131480,0
248555,0
106294,0
337269,0
250820,0
17355,0
288948,0
157817,0
139951,0
276454,0
135279,0
32474,0
28566,0
127770,0
185461,0
5167,0
22626,0
299478,0
228159,0
235587,0
260192,0
122424,0
37962,0
274761,0
330532,0
213124,0
19990,0
